,title,year,genre,country,url,poster-path,description,vote_average,vote_count,tmdb-poster,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
879,Danilo Treles: O fimismenos andalousianos mousikos,1986,Fantasy,GREECE,https://rarefilmm.com/2020/11/danilo-treles-o-fimismenos-andalousianos-mousikos-1986/,https://rarefilmm.com/wp-content/uploads/2020/11/danilo.jpg,"An English singer travels around the Greek countryside. He meets a strange creature, part man part fox, and together they start looking for Danilo Treles, a legendary musician from Andalusia. Tornes’ craziest film wears its heart on its sleeve, starting with the title, which could conceivably allude to a Spanish surname but even the director himself could not deny the direct reference to the Greek language (Treles translates into madness).",8.0,1.0,https://image.tmdb.org/t/p/original/pDw63SCKF80Fuvu8QJxMLia6JIw.jpg,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
880,Missile Monsters,1958,Sci-Fi,USA,https://rarefilmm.com/2020/11/missile-monsters-1958/,https://rarefilmm.com/wp-content/uploads/2020/11/missilemonsters.jpg,A warlord from Mars recruits an Earth industrialist with a Nazi past to manufacture weapons by means of which Mars can take over the Earth. Feature version of the 1951 movie serial “Flying Disc Man from Mars”.,0.0,0.0,https://image.tmdb.org/t/p/original/cBPMS7ryfSeEzN3lJ5oV3lXh9Dq.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
881,Smuggled Cargo,1939,Drama,USA,https://rarefilmm.com/2020/11/smuggled-cargo-1939/,https://rarefilmm.com/wp-content/uploads/2020/11/smuggledcargo.jpg,"A corrupt consortium of fruit growers exploit migrant workers out of their rightful wages, until Gerry Clayton, the son of one of the growers, decides to champion their cause.",0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
882,Paid to Dance,1937,Drama,USA,https://rarefilmm.com/2020/11/paid-to-dance-1937/,https://rarefilmm.com/wp-content/uploads/2020/11/paidtodance2.jpg,"Government undercover agents William Dennis and Joan Bradley are working to solve the disappearances of girls working as “taxi-dancers” from dance halls operated by Jack Miranda and his henchman Nifty. Dennis sets himself up as a theatrical booking agent, and shows his power by the opening and closing of Miranda’s Paradise Club at will.",5.0,2.0,https://image.tmdb.org/t/p/original/dVFaSx2LrUkcwxw8Gtpmahfa84W.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
883,The Golden Lady,1979,Action,HONG,https://rarefilmm.com/2020/11/the-golden-lady-1979/,https://rarefilmm.com/wp-content/uploads/2020/11/goldenlady2.jpg,"A wealthy industrialist hires Julia Hemingway and her elite team of three female mercenaries to sabotage a deal between his competitor and an oil sheik. They spy, seduce, steal and, when their employer tries to double-cross them, kill.",1.5,2.0,https://image.tmdb.org/t/p/original/XUzrpU3q5gBv4Av9fL1lwTJ6kA.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
884,Silver Queen,1942,Adventure,USA,https://rarefilmm.com/2020/11/silver-queen-1942/,https://rarefilmm.com/wp-content/uploads/2020/11/silverqueen.jpg,"Coralie, the daughter of an investment broker, faces a series of challenges when his father dies of a heart attack after losing all his money in poker.",5.3,3.0,https://image.tmdb.org/t/p/original/8XDGox4mYXpI1MLxr2WGRaDXQDG.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
885,Meet Me At Dawn,1947,Adventure,UK,https://rarefilmm.com/2020/11/meet-me-at-dawn-1947/,https://rarefilmm.com/wp-content/uploads/2020/11/meetmeatdawn.jpg,"A young man makes his living in Paris in 1900 by fighting duels on behalf of other parties. He’s hired to injure a leading politician and starts to get involved with a girl he uses to provoke the challenge. One newspaper, hostile to the politician, headlines the story of the impending duel asking who this Madame X is. Problem is, she’s the daughter of the paper’s proprietor.",7.0,1.0,https://image.tmdb.org/t/p/original/ddPx0QDfHrnUOAasVcEfWft3fok.jpg,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886,Two Yanks in Trinidad,1942,Adventure,USA,https://rarefilmm.com/2020/11/two-yanks-in-trinidad-1942/,https://rarefilmm.com/wp-content/uploads/2020/11/twoyanks.jpg,"Tim Reardon and Vince Barrows are partners in petty crime who fall out with each other. To escape the wrath of Barrows, Reardon enlists in the U.S. Army and so does Barrows and his two bodyguards Joe Scavenger and Mike Paradise All are sent to Trinidad, where a Nazi-spy operation brings the two partners together to pool their talents, for their sense of patriotism far outweighs their sense of outrage against each other. Cafe entertainer Patricia Dare provides the female attraction and distraction.",3.0,1.0,https://image.tmdb.org/t/p/original/9B8McojAS8W2s1KzDZkN57fXpBb.jpg,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,Kaddu beykat,1976,Drama,SENEGAL,https://rarefilmm.com/2020/11/kaddu-beykat-1976/,https://rarefilmm.com/wp-content/uploads/2020/11/kadu76.jpg,"Ngor is a young man living in a Senegalese village who wishes to marry Columba. Ongoing drought in the village has affected its crop of groundnuts and as a result, Ngor cannot afford the bride price for Columba.",8.0,1.0,https://image.tmdb.org/t/p/original/PLLGVn47G2e1bKTJmhm2uiu5Na.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
888,Il Presidente del Borgorosso Football Club,1970,Comedy,ITALY,https://rarefilmm.com/2020/11/il-presidente-del-borgorosso-football-club-1970/,https://rarefilmm.com/wp-content/uploads/2020/11/ilpresidente70.jpg,"In 1970 the football sports industry was nothing new, but a comedy/comical film about it definitely was. Alberto Sordi plays the part of Benito Fornaciari, a pale, religiously devout Catholic Upper Middle class Italian, who inherits from a long lost uncle a minor league football club, of all things!. He decides to visit the club so as to sell it. But the local population have other ideas, through an almost armed uprising they “force” him not to sell the club, but rather, lead it to other glories on the football field. Gradually his initial reservations about football slowly erode away to be replaced by an almost fanatical devotion to “his” football club, to the point that he abandons his family, friends and home town.",6.3,46.0,https://image.tmdb.org/t/p/original/ycGyjDITyGeTnwx0UNJgDmINcNd.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889,Maléfices,1962,Film Noir,FRANCE,https://rarefilmm.com/2020/11/malefices-1962/,https://rarefilmm.com/wp-content/uploads/2020/11/maleficess2.jpg,"A veterinarian falls in love with an ex-African explorer after he comes to help her ailing cheetah. She begs him to return to Africa with her, but he doesn’t want to leave his wife. Soon his wife finds herself plagued by a series of bizarre accidents.’",6.5,2.0,https://image.tmdb.org/t/p/original/r8xG5l02v3mjET9VkGtoFyH3R6e.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
890,Grazuole,1969,Drama,USSR,https://rarefilmm.com/2020/11/grazuole-1969/,https://rarefilmm.com/wp-content/uploads/2020/11/grazuolee.jpg,"Neighbourhood children play a game: one of the kids dances in the centre of the circle while the others shower him or her with compliments. A little girl, Inga, who lives with her single mother, is friendly and honest. She usually receives a lot of compliments and is therefore considered a beauty. Everything changes when a new boy moves into the neighbourhood. Being rude, he does not fit in and soon earns himself the nickname Mute. He does not like Inga’s freckles and calls her ugly. Mute’s words hurt Inga deeply and she sets out to look for attraction.",6.5,14.0,https://image.tmdb.org/t/p/original/lQyRpHjrA199GulfxNcpLtVV9XW.jpg,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
891,Arizona Bushwhackers,1968,Western,USA,https://rarefilmm.com/2020/11/arizona-bushwhackers-1968/,https://rarefilmm.com/wp-content/uploads/2020/11/arizonabushh.jpg,"During the Civil War, a Confederate spy takes a job as marshal of a small western town as a cover for his espionage activities. However, he soon finds out that a local businessman is selling weapons to a band of rampaging Indians. ",2.0,3.0,https://image.tmdb.org/t/p/original/5yKXdy9SCWTwDa1PZrAGxfTqKnt.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
892,The Hour of the Pig,1993,Mystery,FRANCE,https://rarefilmm.com/2020/11/the-hour-of-the-pig-1993/,https://rarefilmm.com/wp-content/uploads/2020/11/hourofthepigg.jpg,"Hoping to escape the complications of 15th-century Paris, young lawyer Richard Courtois takes a job as a public defender in a rural area. There he finds himself defending a pig accused of murdering a Jewish boy. Squaring off against a determined prosecutor and Catholic priest, Richard defends the animal, which is owned by a beautiful gypsy woman, Samira. The medieval justice system and local superstitions mingle as the case plays out.",6.2,28.0,https://image.tmdb.org/t/p/original/39BZiouT6jsZHq2bW4xsncAjMf1.jpg,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0
893,Ride the High Iron,1956,Drama,USA,https://rarefilmm.com/2020/11/ride-the-high-iron-1956/,https://rarefilmm.com/wp-content/uploads/2020/11/ridethehigh.jpg,"A recent war veteran accepts a job in public relations, but he becomes increasingly unhappy with his career choice. Originally filmed for TV but released theatrically.",0.0,0.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
894,Calypso Heat Wave,1957,Musical,USA,https://rarefilmm.com/2020/11/calypso-heat-wave-1957/,https://rarefilmm.com/wp-content/uploads/2020/11/calypsoheat.jpg,"In this musical, calypso is all the rage when jukebox magnate Barney Pearl forces Mack Adams, owner of calypso-friendly Disco Records, to take him on as a partner. Pearl’s greed drives away Disco’s top singer, Johnny Conroy. Pearl loses his money, and then his girlfriend, when promoter Alex Nash makes her a star. Mack quits Disco and tracks down Johnny in the Caribbean, where they record authentic calypso and plan a comeback.",0.0,0.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
895,Chakra,1972,Experimental,USA,https://rarefilmm.com/2020/11/chakra-1972/,https://rarefilmm.com/wp-content/uploads/2020/11/chakra.jpg,"“If you study the chakras (the psychic centers in the body), you find that there are seven of them…They’re usually depicted as arranged along the spinal column and described starting from the bottom, going to the top. Each chakra has its own unique characteristics, and centuries of elaboration and analysis have accumulated around these characteristics. … In Chakra, I was able to transfer the traditional order of the chakras into a film, starting with the first (lower) chakra and working up to the seventh (top) chakra…”  – J. Belson.",6.5,8.0,https://image.tmdb.org/t/p/original/gFz1beoGkrcmaNLHWalhZn1kr6s.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,Moetsukita chizu,1968,Mystery,JAPAN,https://rarefilmm.com/2020/11/moetsukita-chizu-1968/,https://rarefilmm.com/wp-content/uploads/2020/11/manwithoutmap.jpg,"A private detective is hired to find a missing man by his wife. Contradictory evidence and the lack of clues soon render the case as virtually unsolvable, as the detective grows more and more frustrated.",6.5,12.0,https://image.tmdb.org/t/p/original/wcQxNpPw0JzSY0Fos3W7i7SlTLr.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
897,Sept jours ailleurs,1969,Drama,FRANCE,https://rarefilmm.com/2020/11/sept-jours-ailleurs-1969/,https://rarefilmm.com/wp-content/uploads/2020/11/septjours.jpg,"A young composer is suffocating in his social and family life. He dreams of leaving and starting his life over somewhere else… Jacques goes on a tour of the provinces with a ballet troupe who dance to his music. They live in hotel rooms, train compartments, and dressing rooms where the excited dancers liven up the atmosphere. The girls, among themselves, describe their problems, experiences and hopes in their crude, colorful language. He falls madly in love with one dancer who is as distraught as he is. Maybe this is a way to find happiness again.",5.0,3.0,https://image.tmdb.org/t/p/original/wKFzxOEDdHSrrngNBA8Vu5nnSz6.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
898,Kôge,1964,Drama,JAPAN,https://rarefilmm.com/2020/11/koge-1964/,https://rarefilmm.com/wp-content/uploads/2020/11/KOGE2.jpg,"Director: Keisuke Kinoshita. AKA The Scent of Incense / 香華〈前篇/後篇〉
Writer: Sawako Ariyoshi (novel), Keisuke Kinoshita.
Stars: Mariko Okada, Kinuyo Tanaka, Haruko Sugimura, Gô Katô, Eiji Okada, Kazuo Kitamura, Eijirô Yanagi, Suisen Ichikawa, Bunta Sugawara, Kokinji Katsura, Jun Usami, Fuyuki Murakami.",6.9,8.0,https://image.tmdb.org/t/p/original/r7cS83ZT4uw0OIoIbdna3k501Xz.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
899,Nice Girls Don’t Explode,1987,Comedy,USA,https://rarefilmm.com/2020/11/nice-girls-dont-explode-1987/,https://rarefilmm.com/wp-content/uploads/2020/11/nicegirls.jpg,"Young April has a sexual problem. Whenever she gets anything like passionate with a guy all sorts of things seem to spontaneously combust. The only men she meets more then once are firefighters. Actually, it’s Mom’s way of trying to keep her little girl to herself, but new boyfriend Andy is having none of such nonsense. So the heat’s on. Unfortunately it’s Fluffy the cat who keeps getting caught in the middle.",5.0,8.0,https://image.tmdb.org/t/p/original/yRyzkji6v99yClzJ8hrKcrLFIAk.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
900,Psy,1989,Horror,USSR,https://rarefilmm.com/2020/11/psy-1989/,https://rarefilmm.com/wp-content/uploads/2020/11/psy1989.jpg,"A group of hunters enters a ghost town in Central Asia with a mission to kill packs of abandoned, and now wild cannibal dogs. But tables turn and there seems to be no way for the hunters to survive the horrific battle.",5.1,829.0,https://image.tmdb.org/t/p/original/xpLyh5jcjNgUfRy6zeGvAx3Td5B.jpg,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
901,"Vtáckovia, siroty a blázni",1969,Comedy,CZECHOSLOVAKIA,https://rarefilmm.com/2020/11/vtackovia-siroty-a-blazni-1969/,https://rarefilmm.com/wp-content/uploads/2020/11/birdsorphans.jpg,"After the Prague Spring of 1968 leaves Yorick, Martha and Ondrej orphaned, the trio of young characters find shelter in a bombed church and construct a surrealistically anarchic existence based on a philosophy of denial of life circumstances and careless playfulness with the purpose of pretending they enjoy the peace and freedom they do not have. Each character undergoes a personal growth process after Yorick and Ondrej competitively seek to develop a relationship with Martha, which escalates to unforeseen consequences.",7.0,20.0,https://image.tmdb.org/t/p/original/tr1B3cBZpV2kfWLxA1bZ3qAgTvy.jpg,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
902,South of Reno,1988,Drama,USA,https://rarefilmm.com/2020/11/south-of-reno-1988/,https://rarefilmm.com/wp-content/uploads/2020/11/southofreno.jpg,"In a drab desert town, some 200 miles south of Reno, an indecisive man with an unfaithful wife dreams of someday, someday, taking charge of his drifting life.",6.3,3.0,https://image.tmdb.org/t/p/original/zWV4UsyBh6sdx7OFq73Bh3g2w1m.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
903,Byalata staya,1968,Drama,BULGARIA,https://rarefilmm.com/2020/11/byalata-staya-1968/,https://rarefilmm.com/wp-content/uploads/2020/01/Byalata-staya.jpg,"In a white ward in a clinic a lifetime balance on the verge of death. Memories are herding together in the mind of seriously ill Aleksandrov, a scientist, who evaluates and reevaluates his own life: friendships, loves, career. Images of his youth are crowding in: of his beloved, of his children, of evenings, spent with his friends, ups and downs. And no one is able to say if all this made any difference.",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
904,Broken Highway,1993,Drama,AUSTRALIA,https://rarefilmm.com/2020/11/broken-highway-1993/,https://rarefilmm.com/wp-content/uploads/2020/11/brokenhighwayyy.png,"Characters adrift in an isolated landscape collide with the past and each other as they unravel the secrets of a dead man’s dreams. A moody meditation on anti-heroism, the film pays tribute to the black and white style of cinema noir.",5.0,3.0,https://image.tmdb.org/t/p/original/c66K68p1ObmKwmGESCNbY8rDtBB.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
905,Hiroshima – framför oss?,1980,Documentary,SWEDEN,https://rarefilmm.com/2020/11/hiroshima-1980/,https://rarefilmm.com/wp-content/uploads/2020/11/hiroshi2.jpg,Based on Arata Osada’s book Children of the A-bomb: The Testament of the Boys and Girls of Hiroshima (1959) the film retells the horrors of the Hiroshima bombing through the eyes of children. It mainly consists of illustrations drawn by the children.,8.0,1.0,https://image.tmdb.org/t/p/original/iMyWaXrFR7cLgk96e6TSlRXIHsN.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
906,Kumbha Mela,1989,Documentary,INDIA,https://rarefilmm.com/2020/11/kumbha-mela-1989/,https://rarefilmm.com/wp-content/uploads/2020/11/Kumbha-Mela.jpg,"Antonioni had a long fascination with India which gave way to this 1977 short capturing the country’s most important Hindu festival, Kumbha Mela, during which millions of worshippers gather to pray where the Ganges, Jamuna and Saraswati rivers converge. The film material remained unused until 1989, when Antonioni was convinced to edit it and to present it at the Cannes Festival.",5.0,1.0,https://image.tmdb.org/t/p/original/uN33JQMvgGrOkUWsANEA4bXkDiN.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
907,Food,1972,Documentary,USA,https://rarefilmm.com/2020/11/food-1972/,https://rarefilmm.com/wp-content/uploads/2020/11/food72.jpg,"This film documents the legendary SoHo restaurant and artists’ cooperative Food, which opened in 1971. Owned and operated by Caroline Goodden, Food was designed and built largely by Matta-Clark, who also organized art events and performances there. As a social space, meeting ground and ongoing art project for the emergent downtown artists’ community, Food was a landmark that still resonates in the history and mythology of SoHo in the 1970s.",8.0,1.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
908,Wien retour,1983,Documentary,AUSTRIA,https://rarefilmm.com/2020/11/wien-retour-1983/,https://rarefilmm.com/wp-content/uploads/2020/11/wienretour.jpg,"Franz West (1909-85) remembers his youth in Vienna: the variety of the Jewish population of the so called Matzah-Island, his commitment to the worker’s movement of the Red Vienna and the rise of Austro-fascism and National Socialism. West’s masterly narration combined with impressing archive footage illustrate and elucidate the complex Austrian history between WW1 and WW2.",6.3,4.0,https://image.tmdb.org/t/p/original/acJX7ckCfMcwpchSqMT74SXAfl8.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
909,Las aguas bajan turbias,1952,Drama,ARGENTINA,https://rarefilmm.com/2020/11/las-aguas-bajan-turbias-1952/,https://rarefilmm.com/wp-content/uploads/2020/11/lasaguas.jpg,"The brothers Santos and Rufino Peralta are used like animals in the workplace at the Parana Stop. There they encounter enormous hardship and inhuman conditions of work as a consequence of the immense greed of the managers. A worker’s rebellion is maturing, to the point that it is developed into trade union of workers who respond against their grief. Finally, the workers plot a counterattack and punish their corrupt employers.",7.0,6.0,https://image.tmdb.org/t/p/original/sktRpfW4ga69nmnW637ApAwncfL.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
910,The Taming of the West,1939,Western,USA,https://rarefilmm.com/2020/11/the-taming-of-the-west-1939/,https://rarefilmm.com/wp-content/uploads/2020/11/tamiingofthewest.jpg,"Bill Saunders arriving in a lawless town is quickly made Marshal. But when he arrests the gang members, the victims refuse to testify. However one rancher is willing to testify and when the gang kills him, Bill jails the killers. This causes the gang leader Rawhide to reveal the identity of the big boss and Bill goes after him.",0.0,0.0,https://image.tmdb.org/t/p/original/3xH3LBS07rRrre1y6Bq4WI7pXZn.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
911,Grand Isle,1991,Drama,USA,https://rarefilmm.com/2020/11/grand-isle-1991/,https://rarefilmm.com/wp-content/uploads/2020/11/grandisle91.jpg,"A soporific adaptation of The Awakening, Kate Chopin’s proto-feminist, turn-of-the-century novel about a Kentucky-born wife and mother of two whose summer season on Grand Isle with her husband’s easy-going Creole friends frees her from inhibitions. Courted by the young Robert, she finds herself through swimming, unrequited love, painting and other unconventional behaviour.",4.0,1.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
